sentence_index,num_bytes,num_patches,avg_patch_length,mean_entropy,min_entropy,max_entropy,text_preview
23921,448,62,7.23,0.4918,0.0002,3.1869,रेस्टॉरंट समूहांचा संघर्ष चालत असणे फारसे आश्चर्यकारक नाही यद्यपि मागील वर्षाच्य
23922,539,83,6.49,0.5499,0.0002,3.267,दीर्घकाळ गरम उन्हाळा अशा वेळी यायला नको होता जेव्हा पदार्थ विकणाऱ्या चालकांसाठी 
23923,330,47,7.02,0.5517,0.0003,3.2364,नव्याने उघडलेल्यांसहित पब आणि रेस्टॉरंट्समधील जुलैमधील विक्रीतील एकूण वाढ 27 टक्
23924,692,101,6.85,0.5269,0.0002,3.2578,यूके पब बार आणि रेस्टॉरंट क्षेत्रासाठी कॉफर पीच ट्रॅकर इंडस्ट्री ज्यांची एकत्रित
23925,256,32,8.0,0.4946,0.0002,3.1974,पाच मुलांमध्ये एकाचा गुप्त सोशल मिडिया अकाऊंट आहे जो त्याने त्याच्या पालकांपासून
23926,450,61,7.38,0.5092,0.0002,3.1974,पाच मुलांमध्ये एकाचा – काही तर 11 वर्षांचे आहेत – मुलाचा गुप्त सोशल मिडिया अकाऊं
23927,256,33,7.76,0.4381,0.0002,3.1217,20000 माध्यमिक शाळेच्या विद्यार्थ्यांच्या सर्वेक्षणात “नकली इन्स्टा” पृष्ठांची व
23928,196,28,7.0,0.4975,0.0003,3.1869,या बातमीमुळे प्रचंड धास्ती बसली आहे की त्यात लैंगिक आशय पोस्ट केला जात आहे
23929,223,28,7.96,0.4727,0.0002,3.1869,वीस टक्के विद्यार्थी म्हणतात की त्यांचे “मुख्य” अकाऊंट पालकांना दाखविण्यासाठी आह
23930,288,36,8.0,0.5222,0.0002,3.1974,पाच मुलांमध्ये एक – काही तर 11 वर्षांचे आहेत – ते सोशल मिडिया अकाऊंट्स बनवित आहे
23931,436,63,6.92,0.4803,0.0003,3.1501,20000 माध्यमिक शाळेच्या विद्यार्थ्यांच्या सर्वेक्षणात “नकली इन्स्टा” अकाऊंट्सची 
23932,196,28,7.0,0.4975,0.0003,3.1869,या बातमीमुळे प्रचंड धास्ती बसली आहे की त्यात लैंगिक आशय पोस्ट केला जात आहे
23933,366,45,8.13,0.4787,0.0002,3.1869,वीस टक्के विद्यार्थी म्हणतात की त्यांचे साफसफाई केलेले “मुख्य” अकाऊंट पालकांना द
23934,384,60,6.4,0.5105,0.0002,3.2043,एक आई भोवळ येऊनच पडली जेव्हा तिने तिच्या 13 वर्षांच्या मुलीच्या गुप्त साईटवर त्य
23935,663,104,6.38,0.5066,0.0002,3.2456,डिजिटल अवेअरनेस यूके आणि स्वतंत्र शाळांच्या मुख्याध्यापक आणि मुख्याध्यापिका यांच
23936,452,62,7.29,0.51,0.0003,3.1923,एचएमसी प्रमुख माईक बुचनन म्हणाले “एवढे सर्व किशोरवयीन असे ऑनलाईन ठिकाणे बनविण्या
23937,163,32,5.09,0.6496,0.0003,3.1869,आयलिध डॉयल स्कॉटिश अॅथेलेटिक्स बोर्डवर “खेळाडूंचा आवाज असेल
23938,366,50,7.32,0.496,0.0003,3.2535,आयलिध डॉयल यांना संचालक मंडळाच्या वार्षिक सर्वसाधारण बैठकीत गैरकार्यकारी संचालक 
23939,724,95,7.62,0.4764,0.0002,3.2149,डॉयल या स्कॉटलंडच्या सर्वात प्रसिद्ध ट्रॅक आणि फिल्डच्या खेळाडू आहेत आणि अध्यक्ष
23940,523,77,6.79,0.507,0.0003,3.267,आयलिध यांना स्कॉटिश यूके आणि जागतिक खेळाडूंच्या समुदायात प्रचंड आदर आहे आणि आम्ह
23941,373,47,7.94,0.5121,0.0003,3.1881,डॉयल म्हणाल्या “खेळाडूंसाठी एक आवाज बनण्यासाठी मी आतुर आहे आणि मी आशा करते की मी
